肝Ⅴ段切除术	50.22006	{"1_region_term": ["肝"], "dummy_term": ["Ⅴ", "段"], "2_operation_term": ["切除术"]}
腹腔镜下双侧输卵管切除术	66.51001	{"1_region_term": ["双侧输卵管"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜下"]}
跗骨外固定架去除术	78.68004	{"1_region_term": ["跗骨外"], "2_operation_term": ["去除术"], "4_implant_term": ["固定架"]}
动脉瘤夹闭术	39.51003	{"2_operation_term": ["夹闭术"], "3_disease_term": ["动脉瘤"]}
产钳旋转胎头	72.4 001	{"2_operation_term": ["产钳旋转胎头"]}
头部缝线去除	97.38003	{"1_region_term": ["头部"], "2_operation_term": ["缝线去除"]}
腹腔镜下可调节胃束带去除术	44.97001	{"0_approach_term": ["腹腔镜下"], "2_operation_term": ["去除术"], "4_implant_term": ["可调节胃束带"]}
纵隔镜下淋巴结活检术	40.11004	{"1_region_term": ["淋巴结"], "2_operation_term": ["活检术"], "0_approach_term": ["纵隔镜下"]}
胃病损氩气刀治疗术	43.41010	{"dummy_term": ["胃病", "损"], "2_operation_term": ["氩气刀治疗术"]}
输尿管缩短伴再植术	56.41005	{"1_region_term": ["输尿管"], "dummy_term": ["伴"], "2_operation_term": ["缩短", "再植术"]}
胃泡[球囊]置入	44.93001	{"1_region_term": ["胃泡"], "dummy_term": ["[", "]"], "2_operation_term": ["置入"], "4_implant_term": ["球囊"]}
腕关节外固定架固定术	78.14001	{"1_region_term": ["腕关节外"], "2_operation_term": ["固定架固定术"]}
胸膜固定术	34.99001	{"1_region_term": ["胸膜"], "2_operation_term": ["固定术"]}
耳蜗电极调整术	20.99003	{"1_region_term": ["耳蜗"], "2_operation_term": ["电极调整术"]}
腹腔镜下子宫断蒂止血术	68.29013	{"1_region_term": ["子宫"], "0_approach_term": ["腹腔镜下"], "2_operation_term": ["止血术"], "3_disease_term": ["断蒂"]}
单侧乳房切除术	85.41001	{"1_region_term": ["单侧乳房"], "2_operation_term": ["切除术"]}
全膝关节表面置换术	81.54002	{"1_region_term": ["全膝关节"], "2_operation_term": ["表面置换术"]}
升主动脉-肺动脉分流术	39.0 002	{"1_region_term": ["升主动脉", "肺动脉"], "dummy_term": ["-"], "2_operation_term": ["分流术"]}
双侧输卵管结扎术	66.39004	{"1_region_term": ["双侧输卵管"], "2_operation_term": ["结扎术"]}
内镜下胰管置管引流术	52.93002	{"1_region_term": ["胰管"], "2_operation_term": ["置管引流术"], "0_approach_term": ["内镜下"]}
腹腔镜下肾盂成形术	55.87001	{"1_region_term": ["肾盂"], "2_operation_term": ["成形术"], "0_approach_term": ["腹腔镜下"]}
肾楔形切除术	55.4 003	{"1_region_term": ["肾"], "2_operation_term": ["楔形切除术"]}
教育疗法	93.82001	{"2_operation_term": ["疗法"], "5_others_term": ["教育"]}
阴囊皮肤和皮下组织非切除性清创	61.3 006	{"1_region_term": ["阴囊皮肤和皮下组织"], "2_operation_term": ["非切除性清创"]}
睑球粘连游离移植物修补术	10.41001	{"1_region_term": ["睑球粘连游离移植物"], "2_operation_term": ["修补术"]}
静脉插管术	38.93004	{"2_operation_term": ["静脉插管术"]}
直视下房间隔缺损人造补片修补术	35.51001	{"dummy_term": ["房"], "4_implant_term": ["人造补片"], "0_approach_term": ["直视下"], "2_operation_term": ["修补术"], "3_disease_term": ["间隔缺损"]}
激光小梁成形术[ALP、KLP]	12.64001	{"dummy_term": ["[", ",", "]"], "2_operation_term": ["小梁成形术", "ALP", "KLP"], "3_disease_term": ["激光"]}
胆总管-胃-空肠吻合术	51.39006	{"1_region_term": ["胆总管", "胃", "空肠"], "dummy_term": ["-", "-"], "2_operation_term": ["吻合术"]}
眼眶内容物剜出伴邻近结构去除术	16.51002	{"1_region_term": ["眼眶"], "dummy_term": ["伴"], "2_operation_term": ["内容物剜出", "邻近结构去除术"]}
上肢石膏置换	97.11001	{"1_region_term": ["上肢"], "2_operation_term": ["置换"], "5_others_term": ["石膏"]}
基底动脉造影	88.41001	{"1_region_term": ["基底动脉"], "2_operation_term": ["造影"]}
筋膜断蒂术	83.89002	{"1_region_term": ["筋膜"], "2_operation_term": ["断蒂术"]}
支气管内异物去除	98.15002	{"1_region_term": ["支气管内"], "2_operation_term": ["异物去除"]}
胃脘痛推拿治疗	17.922C0	{"2_operation_term": ["推拿治疗"], "3_disease_term": ["胃脘痛"]}
胸腔镜下肺病损切除术	32.28004	{"1_region_term": ["肺"], "2_operation_term": ["病损切除术"], "0_approach_term": ["胸腔镜下"]}
机器人辅助胸腔镜手术	17.45001	{"2_operation_term": ["胸腔镜手术"], "5_others_term": ["机器人辅助"]}
玻璃体腔探查术	14.79003	{"1_region_term": ["玻璃体腔"], "2_operation_term": ["探查术"]}
肺动脉瓣生物瓣膜置换术	35.25001	{"1_region_term": ["肺动脉瓣"], "2_operation_term": ["置换术"], "5_others_term": ["生物瓣膜"]}
胸腺活检	07.16001	{"1_region_term": ["胸腺"], "2_operation_term": ["活检"]}
鼻内窥镜下鼻中隔黏膜下切除术	21.5 003	{"1_region_term": ["鼻中隔黏膜下"], "2_operation_term": ["切除术"], "0_approach_term": ["鼻内窥镜下"]}
肱骨成形术	78.42001	{"1_region_term": ["肱骨"], "2_operation_term": ["成形术"]}
下颌骨重建术	76.43003	{"1_region_term": ["下颌骨"], "2_operation_term": ["重建术"]}
跖骨骨折切开复位术	79.27003	{"1_region_term": ["跖骨"], "2_operation_term": ["切开复位术"], "3_disease_term": ["骨折"]}
前外侧入路胸腰椎融合术	81.04005	{"1_region_term": ["胸腰椎"], "2_operation_term": ["融合术"], "0_approach_term": ["前外侧入路"]}
经额垂体全部切除术	07.64001	{"1_region_term": ["垂体"], "2_operation_term": ["全部切除术"], "0_approach_term": ["经额"]}
阴道病损切除术	70.33004	{"1_region_term": ["阴道"], "2_operation_term": ["病损切除术"]}
肛门周围组织切除术	49.04006	{"1_region_term": ["肛门周围组织"], "2_operation_term": ["切除术"]}
腋神经探查术	04.04018	{"1_region_term": ["腋神经"], "2_operation_term": ["探查术"]}
颅骨肉芽肿切除术	01.6 002	{"1_region_term": ["颅骨"], "2_operation_term": ["切除术"], "3_disease_term": ["肉芽肿"]}
乳房移植组织扩张器取出术	85.96001	{"1_region_term": ["乳房"], "2_operation_term": ["取出术"], "4_implant_term": ["移植组织扩张器"]}
经皮肾镜激光碎石取石术	55.04003	{"2_operation_term": ["激光碎石取石术"], "0_approach_term": ["经皮肾镜"]}
利凡诺羊膜腔注射流产	75.0 002	{"1_region_term": ["羊膜腔"], "2_operation_term": ["注射流产"], "5_others_term": ["利凡诺"]}
经皮肾镜气压弹道碎石取石术，II期(同次住院)	55.04010	{"dummy_term": [",", "(", "同", "次", "住院", ")"], "2_operation_term": ["气压弹道碎石取石术"], "5_others_term": ["II期"], "0_approach_term": ["经皮肾镜"]}
单侧腹股沟疝修补术	53.00004	{"1_region_term": ["单侧腹股沟"], "2_operation_term": ["修补术"], "3_disease_term": ["疝"]}
指骨髓内针内固定术	78.59033	{"1_region_term": ["指骨"], "2_operation_term": ["内固定术"], "4_implant_term": ["髓内针"]}
髋关节脱位手法整复术	17.971B0	{"1_region_term": ["髋关节"], "2_operation_term": ["手法整复术"], "3_disease_term": ["脱位"]}
膀胱瓣代输尿管术	56.89008	{"2_operation_term": ["膀胱瓣代输尿管术"]}
内镜下胆总管病损切除术	51.64002	{"1_region_term": ["胆总管"], "2_operation_term": ["病损切除术"], "0_approach_term": ["内镜下"]}
腕关节松解术	80.43001	{"1_region_term": ["腕关节"], "2_operation_term": ["松解术"]}
肺穿刺术	33.93001	{"1_region_term": ["肺"], "2_operation_term": ["穿刺术"]}
腹腔镜下卵巢切开探查术	65.01002	{"1_region_term": ["卵巢"], "2_operation_term": ["切开探查术"], "0_approach_term": ["腹腔镜下"]}
支撑喉镜下喉切开引流术	31.3 001	{"1_region_term": ["喉"], "2_operation_term": ["切开引流术"], "0_approach_term": ["支撑喉镜下"]}
颌骨修整术	76.69004	{"1_region_term": ["颌骨"], "2_operation_term": ["修整术"]}
阴茎矫直术	64.49001	{"1_region_term": ["阴茎"], "2_operation_term": ["矫直术"]}
正中神经调整术	04.75003	{"1_region_term": ["正中神经"], "2_operation_term": ["调整术"]}
面神经根粘连松解术	04.42014	{"1_region_term": ["面神经根"], "2_operation_term": ["粘连松解术"]}
免疫吸附	99.76001	{"2_operation_term": ["免疫吸附"]}
肾盂造口冲洗	96.45002	{"1_region_term": ["肾盂"], "2_operation_term": ["冲洗"], "5_others_term": ["造口"]}
氩激光小梁成形术[ALP]	12.64005	{"dummy_term": ["[", "]"], "2_operation_term": ["小梁成形术", "ALP"], "0_approach_term": ["氩激光"]}
指骨短缩术	78.29001	{"1_region_term": ["指骨"], "2_operation_term": ["短缩术"]}
腹腔镜下输尿管损伤修复术	56.82002	{"1_region_term": ["输尿管"], "0_approach_term": ["腹腔镜下"], "2_operation_term": ["修复术"], "3_disease_term": ["损伤"]}
下肢动脉部分切除伴吻合术	38.38001	{"1_region_term": ["下肢动脉"], "dummy_term": ["伴"], "2_operation_term": ["部分切除", "吻合术"]}
经皮导管抓捕术	39.49012	{"2_operation_term": ["抓捕术"], "0_approach_term": ["经皮导管"]}
阴囊皮肤和皮下坏死组织切除清创术	61.3 005	{"1_region_term": ["阴囊皮肤和皮下坏死组织"], "2_operation_term": ["切除清创术"]}
胸廓造口闭合术	34.72001	{"1_region_term": ["胸廓"], "2_operation_term": ["造口闭合术"]}
可充电多列神经刺激脉冲发生器置入术	86.98001	{"2_operation_term": ["置入术"], "4_implant_term": ["可充电多列神经刺激脉冲发生器"]}
半月神经节切除术	04.05001	{"1_region_term": ["半月神经节"], "2_operation_term": ["切除术"]}
残余甲状腺切除术	06.39002	{"1_region_term": ["残余甲状腺"], "2_operation_term": ["切除术"]}
桡骨茎突切除术	77.83005	{"1_region_term": ["桡骨茎突"], "2_operation_term": ["切除术"]}
手异物去除	98.26001	{"1_region_term": ["手"], "2_operation_term": ["异物去除"]}
腕骨病损切除术	77.64002	{"1_region_term": ["腕骨"], "2_operation_term": ["病损切除术"]}
尺骨骨折切开复位钢板内固定术	79.32001	{"1_region_term": ["尺骨"], "4_implant_term": ["钢板"], "2_operation_term": ["切开复位", "内固定术"], "3_disease_term": ["骨折"]}
经顶脑病损切除术	01.59012	{"1_region_term": ["脑"], "2_operation_term": ["病损切除术"], "0_approach_term": ["经顶"]}
后入路颈椎融合术	81.03001	{"1_region_term": ["颈椎"], "2_operation_term": ["融合术"], "0_approach_term": ["后入路"]}
经皮锁骨下动脉取栓术	39.79040	{"1_region_term": ["锁骨下动脉"], "2_operation_term": ["取栓术"], "0_approach_term": ["经皮"]}
腹腔镜下阴道会阴成形术	70.79001	{"1_region_term": ["阴道"], "2_operation_term": ["会阴成形术"], "0_approach_term": ["腹腔镜下"]}
异种皮肤移植术	86.65001	{"1_region_term": ["异种皮肤"], "2_operation_term": ["移植术"]}
子宫颈切除伴阴道缝合术	67.4 003	{"1_region_term": ["子宫颈", "阴道"], "dummy_term": ["伴"], "2_operation_term": ["切除", "缝合术"]}
面骨活检术	76.11002	{"1_region_term": ["面骨"], "2_operation_term": ["活检术"]}
腘动脉-腘动脉搭桥术	39.29029	{"1_region_term": ["腘动脉", "腘动脉"], "dummy_term": ["-"], "2_operation_term": ["搭桥术"]}
回春功治疗	17.99180	{"2_operation_term": ["回春功治疗"]}
铯远距离放射治疗	92.23002	{"2_operation_term": ["远距离放射治疗"], "5_others_term": ["铯"]}
脊髓活检	03.32001	{"1_region_term": ["脊髓"], "2_operation_term": ["活检"]}
髋关节病损切除术	80.85001	{"1_region_term": ["髋关节"], "2_operation_term": ["病损切除术"]}
锁骨下动脉-肱动脉自体血管搭桥术	39.22011	{"1_region_term": ["锁骨下动脉", "肱动脉"], "dummy_term": ["-"], "2_operation_term": ["搭桥术"], "5_others_term": ["自体血管"]}
单侧腹股沟直疝无张力修补术	53.03003	{"1_region_term": ["单侧腹股沟"], "2_operation_term": ["无张力修补术"], "3_disease_term": ["直疝"]}
膀胱造影	87.77001	{"1_region_term": ["膀胱"], "2_operation_term": ["造影"]}
角膜切开异物取出术	11.1 002	{"1_region_term": ["角膜"], "2_operation_term": ["切开异物取出术"]}
胸导管狭窄扩张术	40.69003	{"1_region_term": ["胸导管"], "2_operation_term": ["扩张术"], "3_disease_term": ["狭窄"]}
胸壁切开术	34.01001	{"1_region_term": ["胸壁"], "2_operation_term": ["切开术"]}
牙假体去除	97.35001	{"1_region_term": ["牙"], "dummy_term": ["去", "除"], "4_implant_term": ["假体"]}
上睑下垂提上睑肌缩短术	08.33001	{"1_region_term": ["提上睑肌"], "2_operation_term": ["缩短术"], "3_disease_term": ["上睑下垂"]}
腓浅神经松解术	04.49033	{"1_region_term": ["腓浅神经"], "2_operation_term": ["松解术"]}
副脾切除术	41.93001	{"1_region_term": ["副脾"], "2_operation_term": ["切除术"]}
巩膜静脉窦扩张术[Schlemm's管扩张术]	12.59003	{"1_region_term": ["巩膜静脉窦"], "dummy_term": ["[", "Schlemm", "'", "s", "管", "]"], "2_operation_term": ["扩张术", "扩张术"]}
猩红热抗毒素治疗	99.58002	{"5_others_term": ["抗毒素"], "2_operation_term": ["治疗"], "3_disease_term": ["猩红热"]}
巩膜透热术	12.84005	{"1_region_term": ["巩膜"], "2_operation_term": ["透热术"]}
锁骨下动脉支架置入术	39.90013	{"1_region_term": ["锁骨下动脉"], "2_operation_term": ["支架置入术"]}
乙状结肠-肛门吻合术	45.95004	{"1_region_term": ["乙状结肠", "肛门"], "dummy_term": ["-"], "2_operation_term": ["吻合术"]}
为肾透析的动静脉造瘘术	39.27001	{"1_region_term": ["动静脉"], "dummy_term": ["为", "的"], "2_operation_term": ["造瘘术"], "5_others_term": ["肾透析"]}
人工硬脑膜补片修补术	02.12009	{"1_region_term": ["人工硬脑膜"], "2_operation_term": ["修补术"], "5_others_term": ["补片"]}
部分臀位牵引术	72.52001	{"2_operation_term": ["部分臀位牵引术"]}
眼眶X线检查	87.16005	{"1_region_term": ["眼眶"], "2_operation_term": ["X线检查"]}
乳房肌瓣移植术	85.85001	{"1_region_term": ["乳房"], "2_operation_term": ["移植术"], "3_disease_term": ["肌瓣"]}
心房病损切除术	37.33002	{"1_region_term": ["心房"], "2_operation_term": ["病损切除术"]}
髂内动脉插管术	38.91602	{"1_region_term": ["髂内动脉"], "2_operation_term": ["插管术"]}
牙槽切除术	24.5 005	{"1_region_term": ["牙槽"], "2_operation_term": ["切除术"]}
肛门后侧括约肌切开术	49.52002	{"1_region_term": ["肛门后侧括约肌"], "2_operation_term": ["切开术"]}
斜颈腱性条索切断术	83.19018	{"1_region_term": ["斜颈腱性条索"], "2_operation_term": ["切断术"]}
冠状动脉血流储备分数检查[FFR检查]	00.59001	{"1_region_term": ["冠状动脉"], "dummy_term": ["[", "]"], "2_operation_term": ["血流储备分数检查", "FFR检查"]}
腹腔淋巴结切除术	40.29007	{"1_region_term": ["腹腔淋巴结"], "2_operation_term": ["切除术"]}
烫熨治疗(中)	17.95220	{"dummy_term": ["(", ")"], "2_operation_term": ["烫熨治疗"], "5_others_term": ["中"]}
心脏间隔补片再缝合术	35.95002	{"1_region_term": ["心脏间隔"], "dummy_term": ["再"], "2_operation_term": ["缝合术"], "5_others_term": ["补片"]}
垂体窝探查术	07.71001	{"1_region_term": ["垂体窝"], "2_operation_term": ["探查术"]}
肛门切开异物取出术	49.93007	{"1_region_term": ["肛门"], "2_operation_term": ["切开异物取出术"]}
髂胫束移位术	83.76003	{"1_region_term": ["髂胫束"], "2_operation_term": ["移位术"]}
肺动脉栓塞术	39.79011	{"1_region_term": ["肺动脉"], "2_operation_term": ["栓塞术"]}
开放式乳突改良根治术	20.49008	{"1_region_term": ["乳突"], "2_operation_term": ["改良根治术"], "5_others_term": ["开放式"]}
髂动脉球囊扩张成形术	39.50006	{"1_region_term": ["髂动脉"], "2_operation_term": ["球囊扩张成形术"]}
腹腔镜下双侧肾切除术	55.54002	{"1_region_term": ["双侧肾"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜下"]}
脑电图	89.14001	{"2_operation_term": ["脑电图"]}
胎盘核素扫描	92.17001	{"1_region_term": ["胎盘"], "2_operation_term": ["核素扫描"]}
后入路枕-颈椎翻修术	81.31004	{"1_region_term": ["颈椎"], "dummy_term": ["枕", "-"], "2_operation_term": ["翻修术"], "0_approach_term": ["后入路"]}
横结肠造口修正术	46.43003	{"1_region_term": ["横结肠"], "2_operation_term": ["造口修正术"]}
肺裂伤修补术	33.43002	{"1_region_term": ["肺"], "2_operation_term": ["修补术"], "3_disease_term": ["裂伤"]}
槌状指矫正术	82.84001	{"1_region_term": ["槌状指"], "2_operation_term": ["矫正术"]}
心脏再训练	93.36001	{"2_operation_term": ["训练"], "5_others_term": ["心脏再"]}
肺动脉内膜剥脱术	38.15001	{"1_region_term": ["肺动脉内膜"], "2_operation_term": ["剥脱术"]}
股动脉-腘动脉人工血管-胫后动脉自体血管搭桥术	39.29040	{"1_region_term": ["股动脉", "腘动脉", "动脉"], "dummy_term": ["-", "-", "胫", "后"], "2_operation_term": ["搭桥术"], "5_others_term": ["自体血管"], "4_implant_term": ["人工血管"]}
催眠疗法	94.32001	{"dummy_term": ["催眠疗法"]}
肺穿刺活检	33.26001	{"1_region_term": ["肺"], "2_operation_term": ["穿刺活检"]}
跖趾关节镜下病损切除术	80.88004	{"2_operation_term": ["病损切除术"], "0_approach_term": ["跖趾关节镜下"]}
逆行输尿管-肾盂造影	87.74003	{"1_region_term": ["输尿管", "肾盂"], "dummy_term": ["-"], "2_operation_term": ["造影"], "0_approach_term": ["逆行"]}
腹腔镜下横结肠切除术	17.34001	{"1_region_term": ["横结肠"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜下"]}
骶韧带缩短术	69.22025	{"1_region_term": ["骶韧带"], "2_operation_term": ["缩短术"]}
鼻内窥镜下鼻甲切除术	21.69009	{"1_region_term": ["鼻甲"], "2_operation_term": ["切除术"], "0_approach_term": ["鼻内窥镜下"]}
眼睑外翻矫正术	08.49003	{"1_region_term": ["眼睑"], "2_operation_term": ["矫正术"], "3_disease_term": ["外翻"]}
膈肌裂伤缝合术	34.82003	{"1_region_term": ["膈肌"], "2_operation_term": ["缝合术"], "3_disease_term": ["裂伤"]}
改良心室修补术	37.49014	{"dummy_term": ["改", "良心", "室"], "2_operation_term": ["修补术"]}
胃灌洗	96.33001	{"1_region_term": ["胃"], "2_operation_term": ["灌洗"]}
牙龈脓肿切开术	24.0 003	{"1_region_term": ["牙龈"], "2_operation_term": ["切开术"], "3_disease_term": ["脓肿"]}
髌骨骨折手法整复术	17.972L0	{"1_region_term": ["髌骨"], "2_operation_term": ["手法整复术"], "3_disease_term": ["骨折"]}
腹壁病损切除术	54.3 003	{"1_region_term": ["腹壁"], "2_operation_term": ["病损切除术"]}
胸腔注气术	33.32001	{"1_region_term": ["胸腔"], "2_operation_term": ["注气术"]}
食管狭窄修补术	42.85001	{"1_region_term": ["食管"], "2_operation_term": ["修补术"], "3_disease_term": ["狭窄"]}
回肠-结肠切除术	45.73003	{"1_region_term": ["回肠", "结肠"], "dummy_term": ["-"], "2_operation_term": ["切除术"]}
手中厚皮片游离移植术	86.62001	{"1_region_term": ["手"], "2_operation_term": ["游离移植术"], "5_others_term": ["中厚皮片"]}
牙齿种植	23.6 002	{"2_operation_term": ["牙齿种植"]}
多道人工耳蜗置换术	20.98002	{"dummy_term": ["多", "道"], "2_operation_term": ["置换术"], "4_implant_term": ["人工耳蜗"]}
双侧皮下乳房切除术	85.36001	{"1_region_term": ["双侧皮下乳房"], "2_operation_term": ["切除术"]}
尿道-膀胱连接处折叠术	59.3 001	{"1_region_term": ["尿道", "膀胱"], "dummy_term": ["-", "连接处"], "2_operation_term": ["折叠术"]}
尺骨骨骺分离闭合复位术	79.42001	{"1_region_term": ["尺骨", "骨骺"], "2_operation_term": ["闭合复位术"], "3_disease_term": ["分离"]}
影像引导调强适形放射治疗[IGRT]	92.24006	{"dummy_term": ["[", "]"], "2_operation_term": ["放射治疗", "IGRT"], "5_others_term": ["影像引导调强适形"]}
腘动脉修补术	39.59022	{"1_region_term": ["腘动脉"], "2_operation_term": ["修补术"]}
阴道扩张	96.16001	{"1_region_term": ["阴道"], "3_disease_term": ["扩张"]}
脑室-腹腔分流管脑室端调整术	02.42003	{"1_region_term": ["脑室", "腹腔"], "dummy_term": ["-"], "4_implant_term": ["分流管"], "2_operation_term": ["调整术"], "3_disease_term": ["脑室端"]}
肺动静脉瘘栓塞术	39.53008	{"1_region_term": ["肺动静脉"], "2_operation_term": ["栓塞术"], "3_disease_term": ["瘘"]}
腹腔镜下阴道病损切除术	70.33001	{"1_region_term": ["阴道"], "2_operation_term": ["病损切除术"], "0_approach_term": ["腹腔镜下"]}
内镜下胆总管切开取石术	51.88002	{"1_region_term": ["胆总管切开"], "2_operation_term": ["取石术"], "0_approach_term": ["内镜下"]}
超声内镜下食管检查	42.23002	{"1_region_term": ["食管"], "2_operation_term": ["检查"], "0_approach_term": ["超声内镜下"]}
指关节CT检查	88.38032	{"1_region_term": ["指关节"], "2_operation_term": ["CT检查"]}
腰人工椎间盘假体置换术	84.68002	{"1_region_term": ["腰"], "2_operation_term": ["置换术"], "4_implant_term": ["人工椎间盘假体"]}
周围神经神经烧灼术	04.2 009	{"1_region_term": ["周围神经"], "2_operation_term": ["神经烧灼术"]}
唇皮瓣移植术	27.57002	{"1_region_term": ["唇", "皮瓣"], "2_operation_term": ["移植术"]}
外耳病损电凝术	18.29015	{"1_region_term": ["外耳"], "2_operation_term": ["电凝术"], "3_disease_term": ["病损"]}
松果体探查术	07.51001	{"1_region_term": ["松果体"], "2_operation_term": ["探查术"]}
胸内血管血管内超声(IVUS)	00.22002	{"1_region_term": ["胸内血管血管内"], "dummy_term": ["(", ")"], "2_operation_term": ["超声", "IVUS"]}
上颌窦瘘修补术	22.71004	{"1_region_term": ["上颌窦"], "2_operation_term": ["修补术"], "3_disease_term": ["瘘"]}
腕关节超声检查	88.79005	{"1_region_term": ["腕关节"], "2_operation_term": ["超声检查"]}
上颌骨死骨切除术	76.01003	{"1_region_term": ["上颌骨"], "2_operation_term": ["切除术"], "3_disease_term": ["死骨"]}
内镜下胃黏膜切除术(EMR)	43.41021	{"1_region_term": ["胃黏膜"], "dummy_term": ["(", ")"], "2_operation_term": ["切除术", "EMR"], "0_approach_term": ["内镜下"]}
经腹子宫颈环扎术	67.51001	{"1_region_term": ["子宫颈"], "2_operation_term": ["环扎术"], "0_approach_term": ["经腹"]}
眼前房切开异物取出术	12.02002	{"1_region_term": ["眼前房"], "2_operation_term": ["切开异物取出术"]}
胸骨钢针内固定术	78.51006	{"1_region_term": ["胸骨"], "2_operation_term": ["内固定术"], "4_implant_term": ["钢针"]}
腔镜下甲状腺部分切除术	06.39010	{"1_region_term": ["甲状腺"], "2_operation_term": ["部分切除术"], "0_approach_term": ["腔镜下"]}
脑室-乳突分流术	02.31002	{"1_region_term": ["脑室", "乳突"], "dummy_term": ["-"], "2_operation_term": ["分流术"]}
拉德手术[Ladd手术]	54.95001	{"dummy_term": ["[", "]"], "2_operation_term": ["拉德手术", "Ladd手术"]}
血管病损切除术	38.60012	{"1_region_term": ["血管"], "2_operation_term": ["病损切除术"]}
经皮肾盂造影	87.75001	{"2_operation_term": ["造影"], "0_approach_term": ["经皮肾盂"]}
内镜下胆管置管引流术	51.87004	{"1_region_term": ["胆管"], "2_operation_term": ["置管引流术"], "0_approach_term": ["内镜下"]}
鼻冷冻止血	21.09002	{"1_region_term": ["鼻"], "2_operation_term": ["冷冻止血"]}
腭-咽成形术	27.69001	{"1_region_term": ["腭", "咽"], "dummy_term": ["-"], "2_operation_term": ["成形术"]}
指骨截骨术	77.29003	{"1_region_term": ["指骨"], "2_operation_term": ["截骨术"]}
肺叶伴肺段切除术	32.49002	{"1_region_term": ["肺叶", "肺段"], "dummy_term": ["伴"], "2_operation_term": ["切除术"]}
肾盂造口术	55.12002	{"1_region_term": ["肾盂"], "2_operation_term": ["造口术"]}
趾离断术	84.11002	{"1_region_term": ["趾"], "2_operation_term": ["离断术"]}
屈指肌腱缝合术	82.44002	{"1_region_term": ["屈指肌腱"], "2_operation_term": ["缝合术"]}
腹腔镜下泡状附件切除术	66.61003	{"1_region_term": ["泡状附件"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜下"]}
经心尖主动脉瓣生物瓣膜置换术	35.06002	{"1_region_term": ["主动脉瓣"], "5_others_term": ["生物瓣膜"], "2_operation_term": ["置换术"], "0_approach_term": ["经心尖"]}
腹腔镜下腹腔异位妊娠物去除术	74.3 001	{"1_region_term": ["腹腔"], "5_others_term": ["异位妊娠物"], "2_operation_term": ["去除术"], "0_approach_term": ["腹腔镜下"]}
膝关节固定术	81.22001	{"1_region_term": ["膝关节"], "2_operation_term": ["固定术"]}
降主动脉-锁骨下动脉人工血管搭桥术	39.22001	{"1_region_term": ["降主动脉", "锁骨下动脉"], "dummy_term": ["-"], "2_operation_term": ["搭桥术"], "4_implant_term": ["人工血管"]}
腹白线疝无张力修补术	53.69002	{"1_region_term": ["腹"], "2_operation_term": ["无张力修补术"], "3_disease_term": ["白线疝"]}
掌骨骨折闭合复位钢针内固定术	79.13004	{"1_region_term": ["掌骨"], "4_implant_term": ["钢针"], "2_operation_term": ["闭合复位", "内固定术"], "3_disease_term": ["骨折"]}
鼻黏膜切除止血术	21.07001	{"1_region_term": ["鼻黏膜"], "2_operation_term": ["切除止血术"]}
三尖瓣闭式扩张术	35.04002	{"1_region_term": ["三尖瓣"], "2_operation_term": ["扩张术"], "0_approach_term": ["闭式"]}
甲下脓肿抽吸术	86.01004	{"1_region_term": ["甲下"], "2_operation_term": ["抽吸术"], "3_disease_term": ["脓肿"]}
软组织活检	83.21001	{"dummy_term": ["软"], "2_operation_term": ["组织活检"]}
颈静脉插管术	38.93201	{"1_region_term": ["颈静脉"], "2_operation_term": ["插管术"]}
上肢动脉血栓切除术	38.03001	{"1_region_term": ["上肢动脉"], "2_operation_term": ["切除术"], "3_disease_term": ["血栓"]}
交感神经注射破坏剂	05.32001	{"1_region_term": ["交感神经"], "2_operation_term": ["注射"], "5_others_term": ["破坏剂"]}
立体定向脑活检	01.13002	{"1_region_term": ["脑"], "2_operation_term": ["活检"], "5_others_term": ["立体定向"]}
胸骨切除术	77.91002	{"1_region_term": ["胸骨"], "2_operation_term": ["切除术"]}
鼻窦透照	89.35001	{"1_region_term": ["鼻窦"], "2_operation_term": ["透照"]}
桡尺关节脱位闭合复位术	79.79005	{"1_region_term": ["桡尺关节"], "2_operation_term": ["脱位闭合复位术"]}
股骨延长术	78.35001	{"1_region_term": ["股骨"], "2_operation_term": ["延长术"]}
肠造瘘口指检	89.33001	{"1_region_term": ["肠造瘘口"], "2_operation_term": ["指检"]}
石膏背心固定	93.51001	{"2_operation_term": ["固定"], "5_others_term": ["石膏背心"]}
胃溃疡穿孔修补术	44.41008	{"1_region_term": ["胃溃疡"], "2_operation_term": ["修补术"], "3_disease_term": ["穿孔"]}
上腔静脉成形术	39.59009	{"1_region_term": ["上腔静脉"], "2_operation_term": ["成形术"]}
眼球运动轨迹检查	94.08001	{"2_operation_term": ["检查"], "5_others_term": ["眼球运动轨迹"]}
楔骨内固定物取出术	78.68005	{"1_region_term": ["楔骨内"], "2_operation_term": ["取出术"], "4_implant_term": ["固定物"]}
鼓室粘连松解术	20.23001	{"1_region_term": ["鼓室"], "2_operation_term": ["粘连松解术"]}
听觉诱发电位[AEP]	95.47002	{"dummy_term": ["[", "]"], "2_operation_term": ["听觉诱发电位", "AEP"]}
